customer_id,customer_name,region,plan,tenure_months,monthly_charge,signup_date
CUST-100404,Customer 0404,Middle East,Starter,32,38.61,2020-09-01
CUST-100405,Customer 0405,North America,Starter,65,33.28,2020-10-31
CUST-100406,Customer 0406,Europe,Starter,31,36.69,2021-08-27
CUST-100407,Customer 0407,Europe,Professional,43,72.27,2022-04-24
CUST-100408,Customer 0408,Middle East,Business,13,193.97,2023-11-15
CUST-100409,Customer 0409,APAC,Professional,11,66.19,2020-09-01
CUST-100410,Customer 0410,Middle East,Starter,4,33.93,2022-06-23
CUST-100411,Customer 0411,North America,Professional,39,78.45,2021-06-28
CUST-100412,Customer 0412,Middle East,Business,59,132.52,2021-01-29
CUST-100413,Customer 0413,India,Business,62,133.88,2026-01-03
CUST-100414,Customer 0414,Middle East,Starter,3,34.96,2020-12-30
CUST-100415,Customer 0415,India,Business,54,135.09,2022-07-23
CUST-100416,Customer 0416,Europe,Starter,21,33.61,2023-10-16
CUST-100417,Customer 0417,Europe,Enterprise,22,483.3,2024-09-10
CUST-100418,Customer 0418,India,Professional,50,79.02,2025-10-05
CUST-100419,Customer 0419,India,Starter,60,29.39,2020-10-01
CUST-100420,Customer 0420,Middle East,Starter,12,31.24,2024-05-13
CUST-100421,Customer 0421,India,Business,15,153.35,2022-08-22
CUST-100422,Customer 0422,APAC,Professional,52,83.23,2026-02-02
CUST-100423,Customer 0423,North America,Business,21,158.67,2023-10-16
CUST-100424,Customer 0424,APAC,Enterprise,62,334.9,2025-09-05
CUST-100425,Customer 0425,India,Business,23,184.97,2021-06-28
CUST-100426,Customer 0426,Middle East,Professional,63,74.35,2023-11-15
CUST-100427,Customer 0427,North America,Business,53,166.11,2021-10-26
CUST-100428,Customer 0428,North America,Business,19,159.96,2020-12-30
CUST-100429,Customer 0429,APAC,Professional,64,70.83,2025-11-04
CUST-100430,Customer 0430,Middle East,Enterprise,16,495.33,2024-08-11
CUST-100431,Customer 0431,India,Professional,40,88.06,2022-06-23
CUST-100432,Customer 0432,Europe,Professional,38,82.94,2025-12-04
CUST-100433,Customer 0433,Middle East,Professional,29,70.95,2025-07-07
CUST-100434,Customer 0434,APAC,Professional,6,81.7,2025-08-06
CUST-100435,Customer 0435,North America,Professional,4,82.93,2023-07-18
CUST-100436,Customer 0436,North America,Professional,47,95.64,2024-05-13
CUST-100437,Customer 0437,APAC,Enterprise,9,342.25,2021-09-26
CUST-100438,Customer 0438,Europe,Professional,33,79.61,2026-01-03
CUST-100439,Customer 0439,APAC,Professional,7,90.76,2024-04-13
CUST-100440,Customer 0440,Middle East,Professional,56,81.54,2023-02-18
CUST-100441,Customer 0441,India,Business,26,160.81,2023-07-18
CUST-100442,Customer 0442,APAC,Professional,38,63.21,2021-09-26
CUST-100443,Customer 0443,North America,Starter,61,40.02,2022-03-25
CUST-100444,Customer 0444,Middle East,Business,68,125.05,2022-08-22
CUST-100445,Customer 0445,Europe,Enterprise,66,313.3,2021-04-29
CUST-100446,Customer 0446,APAC,Professional,27,79.56,2021-03-30
CUST-100447,Customer 0447,Europe,Professional,21,72.0,2020-09-01
CUST-100448,Customer 0448,India,Professional,65,88.91,2024-10-10
CUST-100449,Customer 0449,North America,Professional,71,63.91,2025-06-07
CUST-100450,Customer 0450,APAC,Professional,11,75.99,2025-03-09
CUST-100451,Customer 0451,APAC,Starter,59,37.3,2021-05-29
CUST-100452,Customer 0452,Europe,Starter,57,34.26,2022-02-23
CUST-100453,Customer 0453,North America,Professional,9,75.77,2023-11-15
CUST-100454,Customer 0454,India,Professional,69,67.8,2023-01-19
CUST-100455,Customer 0455,India,Starter,45,28.88,2025-01-08
CUST-100456,Customer 0456,India,Starter,69,33.4,2023-06-18
CUST-100457,Customer 0457,Europe,Starter,7,36.59,2023-01-19
CUST-100458,Customer 0458,Europe,Professional,55,89.08,2024-09-10
CUST-100459,Customer 0459,North America,Business,25,130.34,2025-02-07
CUST-100460,Customer 0460,Middle East,Professional,20,65.23,2024-06-12
CUST-100461,Customer 0461,Middle East,Business,65,128.65,2021-12-25
CUST-100462,Customer 0462,India,Business,71,175.67,2022-04-24
CUST-100463,Customer 0463,North America,Starter,36,31.12,2025-10-05
CUST-100464,Customer 0464,Middle East,Starter,35,35.93,2026-02-02
CUST-100465,Customer 0465,India,Business,51,149.36,2021-05-29
CUST-100466,Customer 0466,Middle East,Professional,31,66.77,2022-11-20
CUST-100467,Customer 0467,India,Professional,51,89.89,2023-11-15
CUST-100468,Customer 0468,North America,Business,65,150.37,2022-08-22
CUST-100469,Customer 0469,Europe,Professional,28,73.5,2024-01-14
CUST-100470,Customer 0470,APAC,Business,61,154.27,2026-05-03
CUST-100471,Customer 0471,Middle East,Starter,61,26.13,2023-06-18
CUST-100472,Customer 0472,Europe,Starter,57,40.67,2021-08-27
CUST-100473,Customer 0473,APAC,Professional,13,87.74,2023-06-18
CUST-100474,Customer 0474,Europe,Starter,3,26.72,2023-04-19
CUST-100475,Customer 0475,North America,Business,28,195.34,2022-09-21
CUST-100476,Customer 0476,North America,Professional,61,81.93,2024-02-13
CUST-100477,Customer 0477,India,Professional,56,70.26,2024-11-09
CUST-100478,Customer 0478,Europe,Enterprise,31,402.21,2024-10-10
CUST-100479,Customer 0479,North America,Starter,37,31.59,2022-09-21
CUST-100480,Customer 0480,Europe,Professional,70,72.29,2022-09-21
CUST-100481,Customer 0481,North America,Professional,6,79.28,2022-06-23
CUST-100482,Customer 0482,India,Starter,20,38.74,2022-12-20
CUST-100483,Customer 0483,North America,Starter,69,34.01,2025-09-05
CUST-100484,Customer 0484,Middle East,Professional,20,73.75,2023-10-16
CUST-100485,Customer 0485,Europe,Professional,45,78.32,2022-11-20
CUST-100486,Customer 0486,Middle East,Starter,7,36.71,2021-12-25
CUST-100487,Customer 0487,APAC,Enterprise,65,378.79,2024-05-13
CUST-100488,Customer 0488,North America,Starter,33,35.71,2023-07-18
CUST-100489,Customer 0489,Middle East,Enterprise,29,411.85,2024-03-14
CUST-100490,Customer 0490,APAC,Business,9,167.6,2022-12-20
CUST-100491,Customer 0491,APAC,Business,57,186.99,2023-06-18
CUST-100492,Customer 0492,India,Professional,20,75.05,2021-05-29
CUST-100493,Customer 0493,Europe,Starter,41,34.41,2020-09-01
CUST-100494,Customer 0494,North America,Enterprise,33,448.37,2023-03-20
CUST-100495,Customer 0495,India,Business,32,167.94,2025-12-04
CUST-100496,Customer 0496,Middle East,Business,19,157.79,2022-11-20
CUST-100497,Customer 0497,India,Starter,12,33.15,2025-04-08
CUST-100498,Customer 0498,North America,Professional,6,92.42,2025-01-08
CUST-100499,Customer 0499,Europe,Starter,31,32.32,2024-06-12
CUST-100500,Customer 0500,APAC,Starter,12,28.2,2025-03-09
CUST-100501,Customer 0501,North America,Professional,53,74.83,2024-10-10
CUST-100502,Customer 0502,APAC,Business,69,183.65,2026-04-03
CUST-100503,Customer 0503,Middle East,Business,42,170.6,2024-09-10
CUST-100504,Customer 0504,North America,Professional,70,81.06,2023-01-19
CUST-100505,Customer 0505,Europe,Business,58,160.92,2022-05-24
CUST-100506,Customer 0506,Middle East,Professional,72,64.81,2022-02-23
CUST-100507,Customer 0507,APAC,Starter,62,26.56,2023-04-19
CUST-100508,Customer 0508,Middle East,Starter,56,35.54,2021-03-30
CUST-100509,Customer 0509,Middle East,Enterprise,65,348.63,2022-03-25
CUST-100510,Customer 0510,Europe,Professional,31,74.3,2024-04-13
CUST-100511,Customer 0511,Middle East,Professional,43,101.62,2020-11-30
CUST-100512,Customer 0512,Middle East,Professional,61,102.57,2022-12-20
CUST-100513,Customer 0513,North America,Enterprise,54,352.68,2023-03-20
CUST-100514,Customer 0514,North America,Professional,58,79.04,2020-11-30
CUST-100515,Customer 0515,APAC,Enterprise,18,372.03,2024-08-11
CUST-100516,Customer 0516,India,Professional,29,76.76,2020-12-30
CUST-100517,Customer 0517,India,Professional,26,78.59,2026-05-03
CUST-100518,Customer 0518,Middle East,Business,63,145.95,2021-09-26
CUST-100519,Customer 0519,APAC,Starter,32,25.55,2021-12-25
CUST-100520,Customer 0520,APAC,Professional,54,72.9,2025-06-07
CUST-100521,Customer 0521,APAC,Professional,57,76.57,2022-08-22
CUST-100522,Customer 0522,Europe,Professional,19,89.62,2021-04-29
CUST-100523,Customer 0523,North America,Starter,39,37.79,2023-06-18
CUST-100524,Customer 0524,APAC,Starter,65,43.53,2024-04-13
CUST-100525,Customer 0525,APAC,Starter,32,37.48,2024-04-13
CUST-100526,Customer 0526,APAC,Business,64,175.04,2023-06-18
CUST-100527,Customer 0527,Middle East,Enterprise,33,422.84,2022-02-23
CUST-100528,Customer 0528,Europe,Starter,23,32.05,2025-02-07
CUST-100529,Customer 0529,Middle East,Professional,45,90.28,2024-04-13
CUST-100530,Customer 0530,APAC,Enterprise,20,361.2,2022-04-24
CUST-100531,Customer 0531,India,Starter,53,38.72,2023-03-20
CUST-100532,Customer 0532,North America,Starter,39,35.01,2026-04-03
CUST-100533,Customer 0533,Europe,Starter,35,30.19,2020-12-30
CUST-100534,Customer 0534,Europe,Business,14,116.44,2022-04-24
CUST-100535,Customer 0535,Europe,Business,35,156.95,2026-04-03
CUST-100536,Customer 0536,Europe,Professional,36,72.36,2021-10-26
CUST-100537,Customer 0537,Middle East,Professional,28,76.05,2025-06-07
CUST-100538,Customer 0538,India,Starter,7,37.52,2025-09-05
CUST-100539,Customer 0539,APAC,Professional,27,64.58,2025-11-04
CUST-100540,Customer 0540,North America,Professional,46,83.57,2021-04-29
CUST-100541,Customer 0541,APAC,Starter,67,28.02,2023-05-19
CUST-100542,Customer 0542,North America,Starter,60,35.38,2025-10-05
CUST-100543,Customer 0543,APAC,Business,62,183.78,2023-05-19
CUST-100544,Customer 0544,North America,Business,10,205.14,2022-08-22
CUST-100545,Customer 0545,APAC,Business,30,150.77,2020-10-01
CUST-100546,Customer 0546,Middle East,Professional,40,81.03,2022-07-23
CUST-100547,Customer 0547,Middle East,Starter,15,32.27,2026-05-03
CUST-100548,Customer 0548,Europe,Enterprise,29,459.57,2023-07-18
CUST-100549,Customer 0549,North America,Business,15,160.07,2024-08-11
CUST-100550,Customer 0550,India,Enterprise,51,417.81,2022-11-20
CUST-100551,Customer 0551,India,Professional,5,75.33,2025-06-07
CUST-100552,Customer 0552,Europe,Professional,47,75.47,2023-05-19
CUST-100553,Customer 0553,Middle East,Professional,53,79.93,2021-08-27
CUST-100554,Customer 0554,North America,Starter,39,36.72,2021-01-29
CUST-100555,Customer 0555,APAC,Business,66,180.38,2025-09-05
CUST-100556,Customer 0556,Middle East,Business,31,186.85,2021-01-29
CUST-100557,Customer 0557,Middle East,Business,13,134.2,2022-10-21
CUST-100558,Customer 0558,Europe,Business,25,156.9,2022-01-24
CUST-100559,Customer 0559,Middle East,Business,17,187.35,2023-02-18
CUST-100560,Customer 0560,APAC,Business,45,146.06,2024-01-14
CUST-100561,Customer 0561,North America,Professional,71,90.61,2026-01-03
CUST-100562,Customer 0562,India,Starter,20,34.79,2025-06-07
CUST-100563,Customer 0563,India,Business,59,184.92,2022-01-24
CUST-100564,Customer 0564,North America,Business,20,186.62,2021-09-26
CUST-100565,Customer 0565,North America,Professional,27,76.93,2025-07-07
CUST-100566,Customer 0566,India,Starter,64,37.66,2024-03-14
CUST-100567,Customer 0567,North America,Business,51,157.36,2025-05-08
CUST-100568,Customer 0568,APAC,Professional,54,97.76,2021-11-25
CUST-100569,Customer 0569,Middle East,Professional,23,76.47,2025-01-08
CUST-100570,Customer 0570,North America,Professional,68,80.17,2020-12-30
CUST-100571,Customer 0571,APAC,Professional,65,89.01,2022-09-21
CUST-100572,Customer 0572,Middle East,Starter,49,37.03,2024-04-13
CUST-100573,Customer 0573,APAC,Starter,19,34.09,2023-06-18
CUST-100574,Customer 0574,Europe,Enterprise,45,318.8,2026-02-02
CUST-100575,Customer 0575,India,Professional,72,58.8,2022-04-24
CUST-100576,Customer 0576,APAC,Enterprise,21,498.29,2022-03-25
CUST-100577,Customer 0577,Middle East,Business,72,137.08,2024-02-13
CUST-100578,Customer 0578,North America,Business,66,153.63,2021-06-28
CUST-100579,Customer 0579,North America,Business,20,153.16,2022-10-21
CUST-100580,Customer 0580,North America,Starter,32,32.17,2021-07-28
CUST-100581,Customer 0581,North America,Professional,49,77.59,2022-01-24
CUST-100582,Customer 0582,APAC,Enterprise,59,392.49,2023-10-16
CUST-100583,Customer 0583,Europe,Enterprise,16,397.07,2025-08-06
CUST-100584,Customer 0584,Europe,Enterprise,19,433.03,2026-01-03
CUST-100585,Customer 0585,Middle East,Professional,13,61.93,2024-11-09
CUST-100586,Customer 0586,North America,Professional,34,77.53,2024-09-10
CUST-100587,Customer 0587,North America,Business,45,169.06,2025-07-07
CUST-100588,Customer 0588,India,Business,35,148.38,2026-02-02
CUST-100589,Customer 0589,Europe,Professional,28,68.5,2021-10-26
CUST-100590,Customer 0590,Middle East,Business,33,163.43,2023-12-15
CUST-100591,Customer 0591,India,Business,21,169.0,2025-04-08
CUST-100592,Customer 0592,Europe,Starter,42,33.75,2026-05-03
CUST-100593,Customer 0593,APAC,Business,23,137.45,2021-04-29
CUST-100594,Customer 0594,APAC,Business,63,134.84,2025-09-05
CUST-100595,Customer 0595,North America,Business,48,156.61,2022-10-21
CUST-100596,Customer 0596,Europe,Professional,60,75.59,2021-12-25
CUST-100597,Customer 0597,North America,Starter,21,40.47,2020-12-30
CUST-100598,Customer 0598,Middle East,Professional,44,71.39,2023-03-20
CUST-100599,Customer 0599,India,Professional,8,65.37,2021-01-29
CUST-100600,Customer 0600,North America,Enterprise,65,333.84,2023-12-15
CUST-100601,Customer 0601,Europe,Business,17,145.79,2025-05-08
CUST-100602,Customer 0602,Middle East,Professional,51,78.27,2025-01-08
CUST-100603,Customer 0603,India,Professional,57,84.37,2024-09-10
CUST-100604,Customer 0604,APAC,Starter,47,35.0,2024-06-12
CUST-100605,Customer 0605,APAC,Professional,36,79.12,2024-12-09
CUST-100606,Customer 0606,Middle East,Professional,34,56.24,2024-05-13
CUST-100607,Customer 0607,Middle East,Starter,5,36.33,2021-07-28
CUST-100608,Customer 0608,India,Starter,7,34.49,2020-11-30
CUST-100609,Customer 0609,North America,Business,29,133.22,2021-04-29
CUST-100610,Customer 0610,North America,Starter,22,33.68,2021-07-28
CUST-100611,Customer 0611,Europe,Professional,36,81.21,2025-11-04
CUST-100612,Customer 0612,Europe,Professional,33,81.36,2025-01-08
CUST-100613,Customer 0613,Middle East,Professional,69,100.46,2025-03-09
CUST-100614,Customer 0614,Europe,Business,35,173.77,2023-03-20
CUST-100615,Customer 0615,Middle East,Starter,45,34.92,2024-10-10
CUST-100616,Customer 0616,Middle East,Professional,46,69.09,2026-02-02
CUST-100617,Customer 0617,APAC,Enterprise,17,429.23,2021-11-25
CUST-100618,Customer 0618,India,Professional,64,87.08,2022-05-24
CUST-100619,Customer 0619,Europe,Professional,60,81.57,2023-12-15
CUST-100620,Customer 0620,North America,Starter,59,37.18,2021-09-26
CUST-100621,Customer 0621,India,Starter,49,37.58,2022-07-23
CUST-100622,Customer 0622,APAC,Starter,21,39.61,2020-10-31
CUST-100623,Customer 0623,India,Business,41,142.35,2020-10-31
CUST-100624,Customer 0624,North America,Professional,9,79.75,2023-05-19
CUST-100625,Customer 0625,APAC,Starter,65,34.51,2023-07-18
CUST-100626,Customer 0626,North America,Professional,15,89.63,2023-10-16
CUST-100627,Customer 0627,APAC,Business,38,166.89,2025-01-08
CUST-100628,Customer 0628,North America,Professional,18,80.81,2023-09-16
CUST-100629,Customer 0629,North America,Professional,67,87.96,2023-04-19
CUST-100630,Customer 0630,Middle East,Starter,29,33.76,2023-08-17
CUST-100631,Customer 0631,Europe,Professional,70,95.28,2024-11-09
CUST-100632,Customer 0632,North America,Starter,11,41.36,2020-12-30
CUST-100633,Customer 0633,Europe,Business,13,173.92,2021-02-28
CUST-100634,Customer 0634,India,Starter,62,34.95,2021-04-29
CUST-100635,Customer 0635,Middle East,Professional,4,71.06,2020-10-01
CUST-100636,Customer 0636,India,Professional,38,89.4,2025-04-08
CUST-100637,Customer 0637,APAC,Professional,64,86.06,2023-07-18
CUST-100638,Customer 0638,APAC,Enterprise,58,395.59,2022-07-23
CUST-100639,Customer 0639,APAC,Business,20,179.96,2025-04-08
CUST-100640,Customer 0640,North America,Professional,22,74.09,2023-06-18
CUST-100641,Customer 0641,Europe,Enterprise,18,397.82,2023-08-17
CUST-100642,Customer 0642,India,Starter,62,38.87,2021-11-25
CUST-100643,Customer 0643,Middle East,Professional,21,81.04,2023-10-16
CUST-100644,Customer 0644,APAC,Professional,70,86.3,2023-07-18
CUST-100645,Customer 0645,Middle East,Starter,8,35.07,2021-04-29
CUST-100646,Customer 0646,Middle East,Business,44,157.95,2023-04-19
CUST-100647,Customer 0647,APAC,Business,28,148.19,2024-03-14
CUST-100648,Customer 0648,India,Starter,54,32.56,2023-10-16
CUST-100649,Customer 0649,India,Business,35,144.18,2021-11-25
CUST-100650,Customer 0650,North America,Professional,43,84.86,2023-01-19
CUST-100651,Customer 0651,Europe,Starter,54,41.79,2021-10-26
CUST-100652,Customer 0652,Europe,Professional,67,85.65,2022-05-24
CUST-100653,Customer 0653,Middle East,Starter,65,28.64,2025-02-07
CUST-100654,Customer 0654,APAC,Professional,21,80.69,2026-05-03
CUST-100655,Customer 0655,Middle East,Professional,53,86.28,2023-05-19
CUST-100656,Customer 0656,North America,Professional,50,97.88,2022-12-20
CUST-100657,Customer 0657,North America,Professional,6,71.88,2025-12-04
CUST-100658,Customer 0658,APAC,Professional,54,81.63,2025-04-08
CUST-100659,Customer 0659,India,Business,26,153.44,2023-09-16
CUST-100660,Customer 0660,Europe,Professional,48,66.65,2023-09-16
CUST-100661,Customer 0661,APAC,Professional,55,68.36,2022-05-24
CUST-100662,Customer 0662,North America,Professional,50,86.72,2023-04-19
CUST-100663,Customer 0663,India,Starter,63,33.57,2024-04-13
CUST-100664,Customer 0664,India,Professional,62,78.53,2025-02-07
CUST-100665,Customer 0665,North America,Business,47,131.61,2022-11-20
CUST-100666,Customer 0666,Middle East,Business,64,149.69,2025-05-08
CUST-100667,Customer 0667,APAC,Starter,53,32.78,2023-09-16
CUST-100668,Customer 0668,Europe,Professional,52,96.02,2021-08-27
CUST-100669,Customer 0669,North America,Business,52,148.83,2023-07-18
CUST-100670,Customer 0670,North America,Professional,72,70.54,2022-07-23
CUST-100671,Customer 0671,Europe,Business,6,144.88,2023-06-18
CUST-100672,Customer 0672,India,Professional,46,80.43,2025-12-04
CUST-100673,Customer 0673,North America,Professional,72,80.5,2026-04-03
CUST-100674,Customer 0674,APAC,Business,15,157.39,2025-04-08
CUST-100675,Customer 0675,Middle East,Starter,63,23.97,2023-09-16
CUST-100676,Customer 0676,APAC,Business,62,163.89,2022-07-23
CUST-100677,Customer 0677,APAC,Professional,44,63.66,2024-02-13
CUST-100678,Customer 0678,India,Starter,43,36.66,2022-06-23
CUST-100679,Customer 0679,Middle East,Enterprise,43,418.2,2026-02-02
CUST-100680,Customer 0680,Middle East,Starter,17,32.02,2025-08-06
CUST-100681,Customer 0681,Middle East,Professional,26,68.23,2022-10-21
CUST-100682,Customer 0682,India,Business,25,159.66,2021-01-29
CUST-100683,Customer 0683,APAC,Business,46,142.12,2022-04-24
CUST-100684,Customer 0684,APAC,Professional,24,74.88,2024-05-13
CUST-100685,Customer 0685,India,Business,32,138.22,2022-05-24
CUST-100686,Customer 0686,North America,Starter,15,41.45,2024-10-10
CUST-100687,Customer 0687,Europe,Starter,63,40.44,2024-10-10
